51304325073,ddf,143,14
51304340737,aac,168,285
51304355836,bbe,280,51
51304358257,bfb,176,20
51304363450,add,3,181
51304369083,aba,180,268
51304390077,aba,130,254
51304413728,gde,149,202
51304422235,cdg,165,217
51304442175,ebc,180,211
51304448440,gda,290,190
51304458003,ddd,68,242
51304459264,gcg,142,6
51304465816,cca,209,236
51304473793,eae,246,242
51304510861,bdb,101,143
51304553863,cdg,91,249
51304563812,eff,220,130
51304564523,dad,253,47
51304588936,bcg,137,53
51304599418,edg,131,46
51304609939,afg,200,245
51304616232,eeg,47,125
51304652511,bgf,15,180
51304653632,fbc,91,121
51304699920,faa,117,28
51304705409,gbg,245,122
51304741942,geg,72,253
51304751958,efa,201,172
51304752174,ebg,134,69
51304752320,fgf,256,109
51304758140,fea,81,225
51304773325,abe,96,206
51304778141,bag,269,163
51304781883,eac,47,274
51304782234,gef,123,25
51304783638,gdc,25,158
51304791414,cfc,92,181
51304797583,cee,281,153
51304843009,ffe,255,241
51304843596,geb,196,18
51304854578,cfd,87,275
51304871985,ddb,194,301
51304884736,abf,282,269
51304889109,eag,230,166
51304930965,bcf,138,248
51304937628,acf,42,223
51304960662,aad,17,98
51304973951,gba,126,224
51304993154,bbf,145,224
51305021681,fde,34,67
51305031253,bfd,88,194
51305037176,cfe,224,25
51305093334,bad,184,175
51305125458,dab,132,59
51305156006,ced,137,222
51305158193,cdf,12,64
51305166399,abf,65,271
51305176368,gcg,297,5
51305178440,aee,272,123
51305180474,fgg,242,195
51305182094,bcg,188,47
51305202246,gce,203,145
51305214800,ede,163,24
51305217128,bfg,28,112
51305229286,baf,233,110
51305251066,gdg,135,258
51305276981,fbf,293,164
51305310388,abe,56,185
51305311603,afd,110,54
51305364369,bbd,62,167
51305371040,fgc,271,150
51305413959,faa,64,27
51305417658,dee,88,14
51305421482,ged,118,12
51305443469,fdg,166,57
51305474323,edg,178,41
51305493531,ebf,80,111
51305496619,ggc,218,92
51305501545,fag,26,116
51305543799,gfe,270,241
51305593973,agd,159,101
51305597904,cbb,211,257
51305662733,ccb,113,109
51305666116,dcb,38,303
51305701628,eaf,9,123
51305703558,bad,289,140
51305705385,eda,150,131
51305713416,bfe,63,11
51305808237,ade,90,63
51305820448,cbb,261,254
51305897552,egd,219,299
51305941259,dbg,44,140
51305948089,bge,48,95
51305952537,eba,132,200
51306004577,eae,228,215
51306009164,fad,95,181
51306032978,ceg,165,221
51306035817,dbb,183,104
51306069662,acg,98,52
51306072383,bbg,184,108
51306074571,ccg,190,59
51306099561,aff,50,297
51306101334,egc,105,147
51306159138,ecg,91,91
51306185096,cga,168,177
51306196584,cfa,63,122
51306225368,edg,249,43
51306238716,gda,194,167
51306268920,gcf,266,106
51306293557,dcf,281,69
51306308862,ega,8,330
51306319250,ada,175,185
51306335904,cab,103,270
51306336834,fdd,180,206
51306344051,ccg,189,53
51306349098,deb,133,258
51306349508,fbb,127,198
51306374983,edc,12,11
51306408593,aec,6,269
51306439707,ebd,105,151
51306444862,ged,114,13
51306446444,bda,217,283
51306455526,fdc,108,32
51306481849,dec,86,272
51306508439,fgd,194,142
51306514158,eec,186,230
51306521320,dab,294,57
51306532612,gbb,155,199
51306578656,cba,158,150
51306581354,beg,251,167
51306600776,cdb,80,19
51306608155,gad,256,10
51306614239,fcd,86,145
51306643200,cea,7,64
51306663500,cbc,247,158
51306681339,bdf,104,196
51306684865,bag,200,190
51306693973,cff,55,24
51306712473,afg,212,200
51306744639,gcg,70,5
51306750076,adg,131,150
51306771132,ggg,225,137
51306799334,fff,266,22
51306827492,bga,216,7
51306839347,ffb,177,33
51306841083,gdd,148,207
51306856051,ece,144,15
51306882112,fcc,280,232
51306915270,bgg,203,55
51306948860,bfb,257,23
51306985657,ggb,120,267
51307010245,efd,46,51
51307018967,aaa,201,19
51307068592,cgg,277,148
51307083316,bfa,178,65
51307098028,eea,86,101
51307151875,gaf,35,117
51307178168,dfb,23,153
51307179300,aab,196,5
51307191451,dgc,50,52
51307198576,dda,269,110
51307228782,cdd,284,45
51307232897,gdb,237,33
51307236515,bef,133,291
51307246455,fca,220,165
51307299096,aac,109,285
51307299925,adf,291,259
51307302505,cda,71,227
51307331896,gfd,58,62
51307333460,gea,57,91
51307337481,bdg,66,27
51307340778,eef,62,241
51307344768,bfc,19,102
51307349110,gag,131,298
51307356470,ebc,95,223
51307369979,cbb,175,243
51307381500,gcg,169,5
51307385173,gcd,194,258
51307388412,adb,202,148
51307388490,ebe,56,16
51307410697,ded,249,205
51307416980,afg,199,168
51307425361,adb,153,136
51307444889,aee,108,125
51307453841,dgf,107,275
51307471882,bfa,252,65
51307471914,aec,49,234
51307476478,ggd,291,234
51307478578,dbc,142,123
51307486130,dca,52,267
51307486604,aeb,64,99
51307500709,edc,40,9
51307513441,agb,238,23
51307529544,gca,134,297
51307573569,abe,137,183
51307580273,eeb,299,154
51307583369,dde,75,186
51307608537,bdd,265,255
51307620933,edd,92,66
51307648467,bgd,158,27
51307680397,eed,284,201
51307691694,efg,77,295
51307700603,dbe,128,36
51307725387,ace,7,145
51307736675,ccf,19,164
51307755789,fba,46,32
51307763253,bge,19,106
51307768073,dbd,49,77
51307789185,bgg,150,53
51307789532,bbe,121,45
51307793039,gff,16,75
51307806322,dbf,38,190
51307839750,ccc,48,180
51307851879,ecf,149,223
51307853763,cce,83,176
51307868026,gba,93,203
51307911702,gcb,79,153
51307925016,acb,213,287
51307932425,dcd,259,212
51307934308,gbe,120,74
51307942464,fab,166,28
51307981467,fcc,286,232
51308012342,bcc,93,174
51308021884,add,21,150
51308030466,cga,131,155
51308032618,cca,141,226
51308035487,gfc,138,206
51308046238,aed,217,204
51308066352,bga,147,8
51308077292,edg,17,47
51308086319,gdf,47,259
51308106827,cgf,203,190
51308109544,fga,135,216
51308110365,eaa,267,133
51308115424,bgc,236,134
51308120907,bfc,47,110
51308126184,acf,231,214
51308147157,agf,224,197
51308156160,eba,187,229
51308157945,acf,129,211
51308177938,age,296,149
51308228679,bea,64,42
51308233013,aad,209,100
51308234153,acc,154,73
51308242304,fge,215,89
51308253767,bee,298,20
51308268216,ced,208,222
51308274990,aaa,130,21
51308283735,bcf,208,233
51308291764,ead,144,126
51308297681,edd,33,71
51308301565,geg,65,263
51308322201,fac,91,126
51308324017,gba,114,186
51308337666,fed,209,148
51308352117,dag,242,183
51308353420,cab,4,234
51308353450,dbe,177,42
51308367817,ddb,275,246
51308372749,dab,33,54
51308380239,cac,166,223
51308418199,fgf,31,87
51308430118,aac,296,247
51308464687,agd,297,101
51308473141,bdb,226,155
51308494459,cfe,84,23
51308517887,fdf,60,38
51308554136,caa,127,231
51308558842,def,20,247
51308565648,cee,200,153
51308568182,efa,90,192
51308570306,fee,235,207
51308577640,gec,286,172
51308590012,cgc,282,280
51308626275,aef,123,115
51308641998,dfg,222,148
51308645076,dee,131,13
51308645217,ead,85,142
51308655774,efe,31,31
51308678174,bea,276,39
51308684280,fbg,22,234
51308691986,dca,3,216
51308692748,fdb,124,256
51308696465,gec,210,184
51308699957,fce,6,203
51308700286,caf,278,133
51308700882,abc,270,157
51308747768,gfg,8,258
51308760034,dba,248,50
51308778890,bbc,101,239
51308810387,fbf,253,195
51308812614,dcg,144,164
51308832941,aag,128,110
51308832986,abd,96,221
51308895291,fac,226,147
51308896543,fbc,143,141
51308901400,bed,247,42
51308911394,gfa,52,21
51308919553,dcb,218,336
51308929955,ffe,73,262
51308934208,ddc,155,201
51308940041,ecc,295,58
51308955683,dfe,224,257
51308977668,fae,172,21
51308994586,gga,72,39
51308996234,cge,241,18
51309008079,cad,210,185
51309040919,adc,176,200
51309041583,ggc,196,95
51309054801,bec,275,6
51309055648,bae,56,150
51309061788,bgf,7,183
51309073509,gce,112,120
51309096846,bca,153,94
51309102574,bgf,206,183
51309120566,agb,143,23
51309151663,cfb,23,144
51309157413,cdb,282,21
51309175112,feb,109,330
51309188297,dce,6,220
51309198595,gdf,284,220
51309198984,gbc,132,67
51309224118,eca,230,98
51309232870,cde,33,17
51309263729,aaf,4,171
51309267769,afa,48,228
51309269844,ceb,74,85
51309281801,ecb,281,309
51309292824,gee,233,113
51309300527,afc,264,230
51309300975,dfg,75,119
51309304966,cac,93,245
51309324444,aeg,229,229
51309325834,efg,105,336
51309328802,fgg,60,204
51309341462,fgd,253,133
51309344482,gaa,264,213
51309359122,eeg,169,103
51309360775,cdg,287,241
51309361864,ede,15,25
51309362216,dac,140,9
51309371162,afe,259,68
51309406485,agg,70,52
51309436542,eee,280,195
51309451942,ebd,227,135
51309479893,egf,238,144
51309485026,cbc,128,180
51309488098,afe,30,71
51309513339,cfg,14,296
51309527534,cdc,162,173
51309532413,eag,150,132
51309537781,eab,92,66
51309538713,bab,178,171
51309558435,bdf,253,158
51309559481,gad,22,11
51309566039,daf,265,49
51309568001,aed,53,206
51309568603,aab,63,5
51309574148,feb,147,293
51309594557,ffe,224,262
51309594680,gcg,97,5
51309600001,daa,141,233
51309611932,dfa,239,133
51309618378,gfg,213,276
51309619860,bbf,151,255
51309626740,aae,67,109
51309628531,dfb,6,126
51309654218,cec,107,159
51309655028,gga,157,41
51309658474,fcg,63,134
51309667830,dcb,153,285
51309669864,dcb,50,265
51309678938,bfe,66,12
51309712188,bbg,50,124
51309712924,fec,58,206
51309715607,aca,280,172
51309716954,cfc,243,195
51309738755,dec,93,236
51309755424,bad,280,126
51309757308,gge,204,235
51309761045,abb,15,260
51309764133,bce,18,351
51309784790,fce,225,209
51309785909,dae,245,133
51309805512,dbg,125,140
51309835068,fbe,124,120
51309843207,bff,111,128
51309868680,abf,94,219
51309872379,dcc,143,256
51309885534,efc,177,172
51309915855,gfa,28,16
51309948447,cbg,185,315
51309960220,dea,162,95
51309967317,fbb,177,205
51309987634,bgb,73,41
51309988766,gab,288,167
51309992687,fcd,14,124
51310001461,faf,288,271
51310068380,bac,139,53
51310072523,dga,227,208
51310077005,ddg,236,263
51310091585,ccg,242,62
51310098171,dgd,131,44
51310099205,bff,44,121
51310113281,afb,232,158
51310196846,ged,143,14
51310206236,gbg,40,118
51310206580,bca,244,83
51310233302,cbf,116,255
51310250230,bee,117,16
51310258260,cda,138,249
51310273967,eea,3,115
51310277337,gdc,107,159
51310287533,cef,42,105
51310304373,dfd,8,5
51310313258,cag,6,310
51310317041,aaf,75,176
51310326917,cbg,272,321
51310362660,dge,61,17
51310375175,eaf,17,111
51310385953,gde,249,195
51310400191,ede,296,25
51310408850,gad,296,10
51310458291,ggg,91,131
51310461745,edb,118,246
51310502683,dec,126,224
51310510682,gaf,147,99
51310572166,add,298,121
51310573328,dbd,285,88
51310623945,ceg,243,254
51310692487,eee,130,212
51310699340,bcd,25,138
51310748246,ded,123,188
51310755605,fba,236,27
51310761816,cae,85,13
51310768921,bdf,114,140
51310777073,fca,187,188
51310819155,fef,237,79
51310828249,dgf,275,222
51310830302,efg,106,302
51310868005,cgg,289,171
51310872134,beg,191,185
51310899282,ege,209,243
51310906979,eab,84,70
51310911695,ecd,225,240
51310917088,cgb,203,250
51310917737,agf,202,161
51310929669,dce,241,222
51310931229,egb,142,168
51310975291,egg,217,214
51311006495,bba,39,206
51311016749,cbe,165,322
51311023094,bfb,235,23
51311030867,egf,180,162
51311031841,bcf,19,233
51311056937,cec,181,176
51311111540,edb,81,209
51311120691,gdb,32,34
51311128637,ccd,233,91
51311136669,gcb,167,123
51311174305,aga,254,148
51311177389,efd,44,45
51311191037,baa,199,210
51311232602,fbd,232,224
51311236666,fcf,174,121
51311243998,gab,89,140
51311257275,fcc,232,213
51311273317,fgb,297,323
51311280965,afc,87,195
51311307726,bcb,130,271
51311319252,cbb,72,235
51311369966,ace,5,145
51311387298,fbe,244,118
51311391528,gdg,228,224
51311402683,bfa,252,66
51311407539,ffa,248,12
51311430800,fag,119,95
51311434194,fbf,297,179
51311456669,ebf,109,107
51311481026,dee,280,10
51311493906,bbb,56,44
51311495564,bad,158,113
51311519421,caf,298,146
51311529082,baa,126,205
51311540351,cbd,104,116
51311546476,bca,222,86
51311551828,efe,296,27
51311556341,bda,141,328
51311559757,bfc,48,90
51311568217,gcd,176,219
51311573523,bde,173,91
51311603609,dae,11,138
51311669138,dba,25,46
51311689000,fdd,231,238
51311711785,abg,141,316
51311712287,bbf,234,232
51311727931,ffd,55,253
51311746741,ccb,183,88
51311764784,gga,271,35
51311771454,gbf,107,109
51311776020,gfb,135,405
51311779851,ggb,181,234
51311812926,fda,292,199
51311834969,ffb,161,31
51311854500,bdg,40,23
51311856427,cfa,102,122
51311862485,fgg,291,222
51311883274,efg,16,286
51311907082,feg,77,126
51311915121,edb,24,202
51311917935,abd,81,183
51311942358,fae,149,21
51311951321,fdb,282,281
51311961822,cca,83,221
51311964241,dea,106,90
51311973667,bcg,15,54
51311975634,gbd,80,20
51311976065,ggd,103,203
51311992423,dfe,42,267
51312001024,deg,210,32
51312002426,fad,97,162
51312010196,acb,83,315
51312033198,ecb,39,287
51312066420,ggg,220,141
51312082790,fcb,126,102
51312087043,edd,267,58
51312088911,bdc,183,238
51312147511,fcc,278,210
51312148896,acb,106,261
51312156671,efb,5,237
51312161988,beb,140,25
51312170422,geg,141,312
51312184824,bga,294,7
51312193914,adf,169,212
51312200213,cgd,226,88
51312222543,cea,183,72
51312294648,ddg,175,278
51312303861,ffg,62,252
51312345475,ebb,79,150
51312363338,ffc,140,171
51312365274,gcc,258,238
51312370998,eae,196,210
51312375930,eef,190,221
51312376078,dff,135,162
51312401873,baf,48,99
51312409807,dad,228,53
51312424751,ead,39,160
51312450955,fca,236,201
51312453321,ecc,147,59
51312459557,caa,6,256
51312465047,egc,236,145
51312466422,ece,96,15
51312493767,cdg,36,207
51312506453,fgb,244,335
51312511043,dcd,84,243
51312511937,caa,111,238
51312529272,ddd,178,244
51312532845,fcg,115,123
51312539505,gbe,126,65
51312566033,bcg,206,46
51312596001,gae,234,9
51312606882,edf,46,62
51312630146,dfc,176,241
51312645198,eaa,204,126
51312646566,gef,293,20
51312665803,cfc,194,169
51312679907,dgb,254,121
51312690484,fbc,75,135
51312766595,bdb,22,131
51312767069,acd,73,178
51312809602,abc,101,163
51312816963,aba,268,292
51312827541,gdg,21,241
51312864141,ddf,185,12
51312865362,ecf,125,238
51312870564,bba,194,210
51312871453,fge,54,92
51312879867,agc,202,262
51312886299,bfe,154,12
51312888731,eed,123,172
51312937053,eda,242,120
51312938575,dgg,239,49
51312945786,dbc,16,132
51312947387,ddb,254,290
51312974359,dfg,232,140
51312999437,fbd,62,194
51313018986,gcd,174,177
51313022218,fgc,115,126
51313046917,aea,182,225
51313053475,cac,237,257
51313061208,cge,284,15
51313078569,ebg,205,61
51313096568,bde,79,72
51313105690,ade,152,58
51313143885,beb,97,22
51313145090,gfc,44,210
51313175826,cff,256,22
51313176879,bfd,35,203
51313186723,gfd,40,50
51313207465,dga,190,235
51313210482,edg,125,43
51313222980,caf,142,160
51313264455,age,88,172
51313272638,bfg,122,133
51313293085,dag,138,146
51313294316,efd,176,43
51313295884,aff,135,291
51313306465,deb,289,265
51313315530,bbf,293,187
51313337791,cec,169,176
51313387651,gac,179,219
51313433792,ggf,274,101
51313463514,dcf,123,55
51313503406,cbf,123,272
51313513163,fea,39,180
51313516658,fbc,219,147
51313555999,bgg,266,51
51313571535,adc,68,231
51313575991,aab,158,5
51313631056,geb,256,20
51313653660,dcf,118,60
51313668311,dbf,237,174
51313686842,eec,51,241
51313699596,dbc,267,130
51313699663,ebe,88,15
51313718941,gfe,183,236
51313736610,bgc,293,113
51313758866,beg,193,203
51313800570,aae,208,115
51313802537,efc,270,199
51313808294,acg,210,43
51313827942,edf,225,62
51313841577,dbe,42,39
51313844265,afa,250,246
51313878581,ebc,20,260
51313882659,bce,75,368
51313955525,gaf,128,98
51313975188,dgd,162,40
51313980795,gda,157,141
51313991022,agg,286,49
51313991157,dda,139,100
51314019380,add,166,117
51314057627,cca,192,258
51314058272,dbb,40,90
51314064690,cfd,161,288
51314068538,dff,21,187
51314077543,eba,17,267
51314077967,dbb,47,88
51314082308,ccf,208,145
51314094271,eff,80,150
51314111586,dfe,32,317
51314119123,afd,166,52
51314126528,fca,147,237
51314139666,eac,264,317
51314153061,baf,202,105
51314154530,egd,3,278
51314198579,dfb,6,134
51314211166,bdd,222,265
51314214386,bea,131,42
51314236095,ecb,114,318
51314250529,fed,68,148
51314263785,eeb,28,146
51314264041,aga,82,145
51314286136,gbe,236,63
51314288813,dde,218,154
51314297074,gad,21,10
51314302482,dgf,299,215
51314305080,gdc,125,160
51314377155,ecc,279,53
51314410650,cff,133,22
51314423950,adg,58,162
51314444660,gbd,13,18
51314452658,afg,271,164
51314458032,fef,183,76
51314458521,fde,161,66
51314485787,gcg,233,5
51314502753,fdg,16,58
51314503183,fff,139,18
51314513173,bga,204,6
51314520038,cba,122,141
51314525241,ffb,144,36
51314550059,adc,116,187
51314560269,fbg,235,203
51314562826,fdf,150,36
51314563397,cgf,28,169
51314571686,dda,67,85
51314583474,bbd,228,177
51314591155,cfe,169,18
51314628284,gca,298,347
51314638412,agc,241,251
51314657196,dec,264,257
51314692969,gfg,173,284
51314707433,bff,33,137
51314710676,fee,224,182
51314712710,faa,165,28
51314725985,gbb,122,173
51314730841,aaf,141,198
51314743075,aag,210,99
51314745460,aed,98,166
51314766775,ccc,160,156
51314773364,cfb,13,116
51314796196,cee,8,172
51314796378,agb,95,24
51314818106,agd,34,83
51314824610,bdg,262,20
51314836955,fac,91,160
51314857484,faf,286,216
51314865625,cdf,45,51
51314865877,ddg,209,291
51314885530,dba,43,45
51314885612,ecg,131,75
51314888064,dcg,134,160
51314893981,acb,176,214
51314907121,aaf,124,209
51314911003,fdc,122,38
51314919480,agf,50,167
51314947680,bde,149,62
51314965736,gga,22,31
51314991801,edg,259,37
51314993481,eda,197,102
51314995159,cce,168,183
51314997624,edb,231,204
51315009126,cfa,247,107
51315020300,gcf,45,113
51315024126,aae,293,125
51315025826,cab,267,262
51315049649,eec,19,281
51315177110,dce,83,208
51315187143,gff,206,81
51315194201,feg,32,136
51315194442,eae,192,222
51315219308,bbe,212,39
51315221111,dgc,294,55
51315238717,cgb,275,232
51315253480,dbe,232,44
51315260256,bdf,81,127
51315269300,ega,277,343
51315271719,adf,111,207
51315275393,eaa,96,123
51315300353,egg,61,192
51315325617,fbf,280,196
51315356294,ggd,58,162
51315425180,fdg,94,60
51315429472,eac,75,332
51315438608,fcf,49,142
51315438717,cea,85,81
51315463314,bfe,106,11
51315493569,ead,68,145
51315520127,aac,183,256
51315541188,ead,153,158
51315550390,abb,26,257
51315563976,cbb,213,209
51315577765,afa,138,238
51315585782,egg,134,170
51315607753,dca,44,179
51315621268,beb,275,24
51315646080,ged,173,12
51315662614,edc,255,8
51315682449,dcb,275,227
51315693372,fca,188,199
51315738902,baf,210,103
51315757126,fda,230,191
51315792315,aee,144,141
51315792900,bfb,222,19
51315796731,fgb,156,288
51315878031,gaa,155,230
51315882547,cdf,6,60
51315901123,ecc,39,44
51315908541,egd,140,283
51315940071,dgb,61,122
51315965737,agf,258,161
51315978351,fga,84,224
51315982686,abb,158,298
51315984963,abe,13,175
51316006233,deb,20,302
51316029380,ebf,254,124
51316036559,gdc,57,150
51316041684,dfe,194,317
51316043049,bga,13,5
51316060550,ede,232,24
51316069512,gfe,233,191
51316077045,acf,270,229
51316079844,ffd,287,255
51316085887,def,198,232
51316086778,cdd,229,42
51316088121,bgb,175,47
51316088339,bbd,104,182
51316116036,aeb,95,98
51316117324,ace,297,143
51316134683,ccd,110,98
51316150714,gga,123,31
51316161526,dbf,207,160
51316177205,gba,277,186
51316179544,bgd,221,31
51316190101,ggg,182,160
51316191455,bef,251,241
51316253961,fda,93,154
51316256300,cdc,140,181
51316258797,dcg,236,139
51316259292,ded,72,152
51316263569,ada,177,207
51316288192,fae,196,23
51316296576,bdc,163,202
51316301173,cfe,35,19
51316310143,dag,4,140
51316323521,ffb,26,33
51316325362,fdf,222,42
51316341321,ffd,204,214
51316354952,bbc,284,236
51316366762,fee,34,161
51316392854,gag,68,256
51316397871,aec,189,245
51316405469,geb,233,23
51316405938,cfg,115,298
51316420644,aef,221,127
51316434744,ggf,262,94
51316440104,eac,172,295
51316457490,bad,283,92
51316461383,aee,100,115
51316472310,ced,106,228
51316484734,afd,93,50
51316516785,agc,155,268
51316520714,gbf,201,129
51316531418,afb,18,186
51316541324,daa,201,258
51316564302,cgd,134,99
51316566269,gbc,290,62
51316566901,bbe,32,41
51316573585,fdd,46,226
51316581205,ebd,58,143
51316602480,gbg,263,100
51316612991,fed,103,140
51316622465,gdd,99,217
51316631111,bag,159,214
51316632593,abd,140,188
51316634005,aad,113,85
51316679648,agc,27,310
51316694232,bgb,279,39
51316698363,gea,231,80
51316701711,egg,147,142
51316731453,ddf,172,12
51316739040,eeg,26,106
51316739118,eag,221,108
51316752638,fab,230,28
51316753252,ffe,28,220
51316757222,dea,175,99
51316796737,fgg,100,248
51316813350,gee,259,107
51316821676,ceg,64,299
51316833795,beg,67,200
51316885452,dfd,98,5
51316892563,cec,198,202
51316917352,fgd,23,147
51316939064,dab,263,54
51316958088,eee,134,175
51316982650,cde,236,13
51317000516,ccc,16,124
51317007267,eed,127,170
51317011417,bca,124,100
51317041588,bcc,277,182
51317068349,cgc,118,294
51317070896,caa,181,197
51317109619,baa,58,239
51317122537,fcd,230,107
51317127921,gbc,250,73
51317168693,cga,279,161
51317171154,bdg,110,19
51317177407,gbg,151,106
51317185698,aca,263,137
51317188132,fec,135,245
51317198978,afe,122,84
51317206337,gce,52,110
51317207283,bcc,244,161
51317224542,abf,39,214
51317257843,fbc,71,139
51317262288,gff,62,78
51317304232,efa,126,224
51317309498,cad,276,183
51317316817,dcc,280,304
51317323446,fff,251,20
51317327574,aeg,213,208
51317332224,eab,257,60
51317341728,adb,159,131
51317347928,gec,103,206
51317377750,cbc,177,144
51317379413,bge,99,110
51317412153,cdb,3,22
51317413094,gge,189,218
51317438753,gdf,132,215
51317451142,eaa,89,107
51317455151,cda,162,206
51317456749,dcg,203,126
51317466121,fag,19,93
51317494576,gcc,199,259
51317499710,ffa,288,13
51317524431,aca,192,132
51317525275,bce,65,386
51317528080,fbb,151,190
51317584629,eca,50,91
51317592382,fgb,276,339
51317602631,bgc,59,116
